Age, Workclass, Education, Years of Education, Marital Status, Occupation, Relationship, Race, Sex, Hours Work per Week, Income
24,4,10,13,5, Tech-support, Not-in-family, White, Female,20,0
37,4,12,9,3, Adm-clerical, Wife, White, Female,60,0
52,4,12,9,1, Transport-moving, Unmarried, White, Male,40,0
38,4,16,10,3, Transport-moving, Husband, White, Male,40,0
49,4,13,14,3, Exec-managerial, Husband, White, Male,45,1
30,4,10,13,3, Tech-support, Wife, White, Female,16,1
60,4,16,10,5, Prof-specialty, Unmarried, White, Male,40,1
35,4,12,9,5, Craft-repair, Not-in-family, White, Male,40,0
30,4,12,9,5, Transport-moving, Not-in-family, White, Male,60,0
67,4,9,11,1, Other-service, Not-in-family, White, Female,24,0
46,4,10,13,5, Craft-repair, Not-in-family, White, Female,40,0
17,4,7,5,5, Other-service, Not-in-family, White, Male,6,0
22,4,16,10,5, Handlers-cleaners, Own-child, White, Male,30,0
27,4,1,6,5, Other-service, Not-in-family, White, Male,40,0
23,4,12,9,5, Other-service, Unmarried, White, Female,35,0
33,4,8,12,3, Craft-repair, Husband, White, Male,45,0
43,6,16,10,3, Craft-repair, Husband, White, Male,20,0
28,7,10,13,5, Prof-specialty, Not-in-family, White, Male,20,0
41,4,12,9,4, Craft-repair, Unmarried, White, Female,40,0
25,4,16,10,4, Adm-clerical, Own-child, Black, Female,20,0
59,2,12,9,3, Transport-moving, Husband, White, Male,45,0
45,2,10,13,1, Prof-specialty, Unmarried, White, Female,40,0
38,4,10,13,3, Sales, Husband, White, Male,60,1
40,4,12,9,5, Other-service, Not-in-family, White, Female,35,0
46,1,12,9,1, Adm-clerical, Not-in-family, White, Male,40,0
35,4,8,12,5, Exec-managerial, Not-in-family, White, Female,60,0
34,4,12,9,1, Prof-specialty, Unmarried, White, Female,25,0
33,4,10,13,5, Craft-repair, Own-child, White, Male,20,0
41,4,12,9,1, Adm-clerical, Unmarried, White, Female,36,0
20,4,16,10,5, Machine-op-inspct, Own-child, White, Male,40,0
23,4,5,3,5, Other-service, Own-child, White, Male,40,0
26,4,16,10,5, Prof-specialty, Not-in-family, White, Female,35,0
23,2,12,9,5, Farming-fishing, Not-in-family, White, Male,40,0
62,2,12,9,3, Transport-moving, Husband, White, Male,40,0
52,4,16,10,3, Adm-clerical, Husband, White, Male,40,0
58,4,16,10,1, Other-service, Unmarried, White, Female,42,0
25,4,10,13,5, Sales, Not-in-family, White, Female,40,0
24,4,10,13,5, Exec-managerial, Not-in-family, Black, Male,40,0
19,4,16,10,5, Protective-serv, Own-child, White, Male,8,0
43,4,16,10,3, Exec-managerial, Husband, White, Male,40,0
47,2,12,9,6, Adm-clerical, Unmarried, Black, Female,40,0
39,4,12,9,1, Other-service, Unmarried, White, Female,40,0
49,4,9,11,4, Handlers-cleaners, Unmarried, White, Male,42,0
32,4,9,11,5, Craft-repair, Not-in-family, White, Male,45,0
34,4,16,10,3, Prof-specialty, Husband, White, Male,50,1
28,4,12,9,1, Craft-repair, Not-in-family, White, Male,45,0
25,4,16,10,5, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,20,0
34,4,10,13,3, Prof-specialty, Husband, White, Male,50,1
38,5,10,13,3, Exec-managerial, Husband, White, Male,80,1
50,4,12,9,3, Exec-managerial, Husband, White, Male,50,1
24,2,16,10,1, Handlers-cleaners, Not-in-family, Black, Male,50,0
37,2,16,10,3, Tech-support, Husband, White, Male,45,1
44,4,16,10,1, Machine-op-inspct, Unmarried, White, Male,58,1
28,4,16,10,3, Sales, Wife, White, Female,40,0
42,4,10,13,3, Exec-managerial, Husband, White, Male,40,1
74,4,16,10,1, Adm-clerical, Not-in-family, White, Female,9,0
38,6,12,9,3, Craft-repair, Husband, White, Male,50,0
44,6,13,14,3, Prof-specialty, Husband, White, Male,40,0
44,4,2,7,1, Machine-op-inspct, Unmarried, Other, Female,46,0
26,4,12,9,5, Machine-op-inspct, Not-in-family, White, Male,40,0
36,4,12,9,3, Other-service, Husband, Black, Male,40,0
41,4,8,12,3, Exec-managerial, Wife, White, Female,50,1
67,4,15,15,3, Prof-specialty, Husband, White, Male,48,1
39,2,3,8,3, Tech-support, Husband, White, Male,50,0
57,4,4,2,7, Priv-house-serv, Not-in-family, Black, Female,30,0
29,4,9,11,6, Craft-repair, Not-in-family, White, Male,40,0
31,5,10,13,5, Farming-fishing, Not-in-family, White, Female,45,0
44,4,16,10,3, Transport-moving, Husband, White, Male,40,0
29,4,11,16,5, Prof-specialty, Own-child, White, Male,40,0
30,4,16,10,5, Handlers-cleaners, Unmarried, White, Female,40,0
27,4,12,9,5, Transport-moving, Not-in-family, White, Male,40,0
27,4,16,10,3, Sales, Husband, White, Male,50,0
32,4,12,9,5, Handlers-cleaners, Not-in-family, White, Female,45,0
58,4,1,6,3, Other-service, Wife, White, Female,8,0
35,2,16,10,3, Protective-serv, Husband, White, Male,40,0
21,4,12,9,5, Handlers-cleaners, Own-child, White, Male,36,0
28,4,16,10,5, Craft-repair, Unmarried, White, Male,40,0
46,6,16,10,1, Exec-managerial, Not-in-family, White, Male,50,0
36,6,12,9,6, Other-service, Unmarried, White, Female,40,0
72,4,2,7,7, Adm-clerical, Unmarried, White, Female,40,0
35,4,12,9,3, Machine-op-inspct, Wife, Black, Female,40,0
33,1,9,11,1, Craft-repair, Unmarried, Black, Female,40,1
69,4,2,7,5, Machine-op-inspct, Not-in-family, White, Female,40,0
35,4,12,9,3, Machine-op-inspct, Husband, White, Male,40,0
31,4,12,9,6, Adm-clerical, Unmarried, White, Female,20,0
34,4,12,9,3, Tech-support, Wife, White, Female,32,0
30,4,2,7,3, Other-service, Husband, White, Male,40,0
28,4,10,13,5, Transport-moving, Not-in-family, White, Male,55,0
54,4,10,13,3, Sales, Husband, White, Male,35,1
47,4,16,10,3, Prof-specialty, Husband, White, Male,50,1
24,4,12,9,5, Handlers-cleaners, Unmarried, Black, Female,40,0
52,6,10,13,3, Prof-specialty, Husband, White, Male,60,1
20,4,12,9,5, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,48,0
43,5,13,14,3, Exec-managerial, Husband, White, Male,45,0
45,4,6,4,6, Other-service, Unmarried, White, Female,40,0
29,6,12,9,6, Craft-repair, Not-in-family, White, Male,35,0
47,4,13,14,1, Exec-managerial, Unmarried, White, Male,42,0
24,4,12,9,5, Craft-repair, Own-child, White, Male,40,0
51,4,12,9,3, Prof-specialty, Husband, White, Male,40,0
17,4,2,7,5, Sales, Own-child, White, Male,12,0
37,4,9,11,3, Craft-repair, Husband, White, Male,40,1
27,4,11,16,5, Prof-specialty, Not-in-family, White, Female,70,0
29,4,10,13,3, Exec-managerial, Wife, White, Male,40,1
36,6,8,12,1, Sales, Unmarried, White, Female,35,0
58,2,10,13,5, Prof-specialty, Not-in-family, White, Female,40,0
26,6,16,10,3, Craft-repair, Husband, White, Male,45,0
57,4,12,9,3, Sales, Husband, White, Male,40,1
59,4,12,9,3, Craft-repair, Husband, White, Male,40,0
27,4,12,9,3, Machine-op-inspct, Husband, White, Male,40,0
31,6,10,13,5, Tech-support, Not-in-family, White, Male,40,0
21,4,16,10,5, Sales, Own-child, White, Female,24,0
29,4,16,10,5, Adm-clerical, Not-in-family, White, Male,60,0
18,4,2,7,5, Other-service, Own-child, White, Male,40,0
52,4,1,6,3, Craft-repair, Husband, White, Male,47,1
57,5,10,13,1, Prof-specialty, Not-in-family, White, Male,80,0
60,4,6,4,5, Transport-moving, Not-in-family, White, Male,48,1
31,4,10,13,3, Prof-specialty, Husband, White, Male,40,1
23,4,10,13,5, Adm-clerical, Own-child, White, Female,40,0
27,4,12,9,5, Sales, Own-child, White, Male,40,0
42,6,15,15,3, Prof-specialty, Husband, White, Male,50,1
25,4,16,10,5, Tech-support, Not-in-family, White, Male,40,0
49,4,10,13,5, Prof-specialty, Not-in-family, White, Female,45,0
32,4,10,13,5, Tech-support, Not-in-family, White, Male,40,0
19,4,16,10,5, Adm-clerical, Own-child, White, Male,28,0
60,4,6,4,1, Other-service, Not-in-family, White, Female,40,0
42,2,7,5,3, Other-service, Husband, White, Male,40,0
35,6,8,12,5, Farming-fishing, Not-in-family, White, Male,40,0
48,4,12,9,5, Adm-clerical, Unmarried, Black, Female,37,0
51,4,13,14,3, Craft-repair, Husband, White, Male,40,1
29,4,12,9,5, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,40,0
36,2,12,9,6, Exec-managerial, Not-in-family, Black, Male,40,0
17,4,1,6,5, Other-service, Own-child, White, Female,21,0
52,4,13,14,1, Prof-specialty, Not-in-family, White, Female,60,0
24,4,12,9,5, Craft-repair, Not-in-family, White, Male,40,0
24,4,12,9,3, Handlers-cleaners, Husband, White, Male,50,0
26,2,10,13,5, Prof-specialty, Own-child, White, Male,40,0
27,4,10,13,5, Other-service, Own-child, White, Female,20,0
39,4,12,9,5, Handlers-cleaners, Own-child, White, Male,60,0
30,4,12,9,3, Transport-moving, Husband, Black, Male,45,0
50,6,12,9,3, Exec-managerial, Husband, White, Male,32,0
52,5,10,13,3, Sales, Husband, White, Male,55,0
46,4,15,15,3, Prof-specialty, Husband, White, Male,45,1
23,4,10,13,5, Sales, Own-child, White, Female,20,0
45,4,2,7,7, Other-service, Not-in-family, Black, Female,20,0
65,4,7,5,7, Priv-house-serv, Unmarried, Black, Female,24,0
29,4,9,11,3, Transport-moving, Husband, White, Male,55,0
47,4,7,5,4, Handlers-cleaners, Unmarried, White, Male,40,0
30,4,12,9,5, Farming-fishing, Own-child, Black, Male,60,0
34,4,12,9,3, Sales, Husband, White, Male,45,1
38,6,12,9,3, Sales, Husband, White, Male,64,0
33,4,16,10,3, Exec-managerial, Husband, White, Male,40,1
49,4,10,13,3, Sales, Husband, White, Male,26,1
47,6,16,10,5, Other-service, Unmarried, Black, Female,40,0
49,2,1,6,6, Other-service, Unmarried, Black, Female,40,0
43,4,16,10,3, Craft-repair, Husband, White, Male,60,1
30,4,10,13,3, Adm-clerical, Wife, Black, Female,40,1
58,6,12,9,3, Craft-repair, Husband, White, Male,60,0
19,4,12,9,5, Other-service, Own-child, White, Female,14,0
21,4,10,13,5, Handlers-cleaners, Not-in-family, White, Male,40,0
33,4,10,13,3, Exec-managerial, Husband, White, Male,60,1
47,5,5,3,3, Transport-moving, Husband, White, Male,50,0
52,6,11,16,3, Prof-specialty, Husband, White, Male,60,1
26,4,12,9,1, Craft-repair, Not-in-family, White, Male,55,0
60,4,12,9,3, Craft-repair, Husband, White, Male,40,0
21,4,16,10,5, Handlers-cleaners, Own-child, White, Male,40,0
36,4,16,10,3, Sales, Husband, White, Male,50,1
31,4,16,10,3, Craft-repair, Husband, White, Male,45,0
50,5,11,16,6, Prof-specialty, Not-in-family, White, Male,40,1
31,2,12,9,1, Adm-clerical, Unmarried, White, Female,40,0
71,4,12,9,3, Craft-repair, Husband, White, Male,15,0
30,7,10,13,3, Tech-support, Husband, White, Male,40,1
20,4,16,10,5, Other-service, Own-child, White, Male,20,0
24,4,12,9,5, Exec-managerial, Other-relative, White, Male,50,0
35,4,11,16,3, Prof-specialty, Husband, Asian-Pac-Islander, Male,40,1
38,7,16,10,6, Exec-managerial, Not-in-family, White, Female,45,0
27,4,12,9,5, Machine-op-inspct, Own-child, White, Female,32,0
29,7,16,10,5, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,40,0
34,4,12,9,3, Craft-repair, Husband, White, Male,45,0
44,4,6,4,3, Craft-repair, Husband, White, Male,35,0
43,4,12,9,3, Machine-op-inspct, Husband, White, Male,40,1
44,6,3,8,3, Handlers-cleaners, Husband, Black, Male,40,1
35,4,13,14,5, Sales, Not-in-family, White, Male,60,0
27,4,16,10,5, Prof-specialty, Not-in-family, White, Male,40,0
43,2,13,14,5, Prof-specialty, Not-in-family, White, Male,38,0
20,4,16,10,5, Sales, Not-in-family, White, Female,25,0
42,4,8,12,1, Prof-specialty, Unmarried, White, Female,40,1
27,7,16,10,3, Transport-moving, Husband, White, Male,40,0
42,4,12,9,3, Craft-repair, Husband, Black, Male,40,1
24,4,7,5,5, Machine-op-inspct, Not-in-family, White, Male,40,0
48,1,16,10,1, Exec-managerial, Not-in-family, White, Male,40,0
17,6,2,7,5, Farming-fishing, Own-child, White, Male,10,0
33,4,10,13,3, Exec-managerial, Husband, White, Male,40,1
50,5,12,9,3, Sales, Husband, White, Male,50,1
22,4,12,9,5, Sales, Own-child, White, Female,40,0
17,4,3,8,5, Other-service, Own-child, White, Male,16,0
32,4,16,10,3, Adm-clerical, Husband, White, Male,40,0
31,4,12,9,5, Craft-repair, Not-in-family, White, Male,45,0
58,6,12,9,7, Exec-managerial, Not-in-family, White, Male,50,0
29,2,12,9,5, Protective-serv, Own-child, White, Male,48,0
37,4,9,11,3, Craft-repair, Husband, White, Male,40,1
34,6,12,9,3, Craft-repair, Husband, White, Male,40,1
23,2,16,10,6, Exec-managerial, Unmarried, Black, Male,40,0
18,7,2,7,5, Adm-clerical, Own-child, White, Female,5,0
34,4,12,9,1, Exec-managerial, Not-in-family, White, Female,40,0
45,2,10,13,3, Prof-specialty, Wife, White, Female,55,0
41,4,13,14,5, Exec-managerial, Not-in-family, White, Male,35,0
26,4,12,9,5, Other-service, Other-relative, White, Male,30,0
54,2,16,10,3, Farming-fishing, Husband, White, Male,40,0
24,4,16,10,5, Machine-op-inspct, Own-child, Black, Female,45,0
42,4,16,10,3, Prof-specialty, Husband, White, Male,50,0
20,4,16,10,5, Prof-specialty, Own-child, White, Male,20,0
23,7,10,13,5, Tech-support, Not-in-family, White, Female,20,0
35,4,13,14,5, Prof-specialty, Not-in-family, White, Male,60,1
31,4,13,14,3, Tech-support, Husband, White, Male,40,1
30,4,10,13,5, Prof-specialty, Own-child, White, Female,40,0
19,4,12,9,5, Sales, Own-child, White, Female,20,0
36,2,10,13,5, Prof-specialty, Not-in-family, White, Male,50,0
31,4,10,13,7, Sales, Unmarried, White, Female,40,0
21,4,16,10,5, Handlers-cleaners, Own-child, White, Male,30,0
31,6,16,10,3, Craft-repair, Husband, White, Male,40,0
46,4,11,16,1, Prof-specialty, Unmarried, White, Female,65,1
44,4,10,13,1, Exec-managerial, Own-child, White, Female,50,1
40,4,3,8,3, Other-service, Husband, Black, Male,40,0
45,4,16,10,5, Sales, Not-in-family, Black, Male,40,0
60,4,12,9,3, Craft-repair, Husband, White, Male,35,0
18,4,2,7,5, Other-service, Other-relative, White, Male,25,0
28,4,10,13,3, Prof-specialty, Husband, White, Male,40,0
36,4,16,10,1, Adm-clerical, Unmarried, Black, Female,40,0
36,4,10,13,6, Prof-specialty, Not-in-family, White, Male,40,0
40,4,9,11,3, Tech-support, Husband, White, Male,40,0
36,2,10,13,1, Adm-clerical, Unmarried, White, Female,35,0
31,4,12,9,6, Other-service, Unmarried, Black, Female,40,0
33,4,12,9,3, Machine-op-inspct, Husband, White, Male,40,0
19,7,12,9,5, Tech-support, Own-child, White, Female,40,0
22,4,16,10,5, Sales, Own-child, White, Female,15,0
34,4,10,13,3, Exec-managerial, Husband, White, Male,45,1
33,4,12,9,5, Other-service, Not-in-family, White, Male,40,0
41,4,12,9,3, Craft-repair, Husband, White, Male,60,0
29,4,10,13,5, Prof-specialty, Not-in-family, White, Male,40,0
50,2,12,9,3, Exec-managerial, Husband, White, Male,42,1
42,4,10,13,3, Exec-managerial, Husband, White, Male,45,1
43,4,10,13,5, Prof-specialty, Not-in-family, White, Male,40,1
44,4,12,9,3, Sales, Wife, White, Female,40,0
20,4,16,10,5, Other-service, Not-in-family, White, Female,20,0
31,4,12,9,3, Other-service, Husband, White, Male,40,0
65,6,2,7,3, Exec-managerial, Husband, White, Male,59,1
23,4,16,10,5, Other-service, Not-in-family, White, Female,24,0
55,4,16,10,1, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,40,0
26,4,9,11,3, Adm-clerical, Husband, White, Male,45,0
25,4,9,11,5, Other-service, Own-child, White, Female,15,0
35,4,16,10,3, Craft-repair, Husband, White, Male,40,0
36,4,16,10,5, Sales, Not-in-family, Black, Female,36,0
43,7,10,13,3, Prof-specialty, Husband, White, Male,50,0
56,4,12,9,7, Other-service, Unmarried, Black, Female,20,0
42,4,10,13,3, Tech-support, Husband, White, Male,40,1
19,4,16,10,5, Other-service, Other-relative, White, Female,25,0
55,6,12,9,3, Transport-moving, Husband, White, Male,72,0
42,4,13,14,5, Exec-managerial, Not-in-family, White, Female,50,1
26,4,9,11,5, Tech-support, Own-child, White, Male,40,0
17,4,3,8,5, Handlers-cleaners, Own-child, White, Male,20,0
42,2,10,13,3, Prof-specialty, Wife, White, Female,40,1
55,4,12,9,3, Transport-moving, Husband, White, Male,40,1
32,4,16,10,5, Adm-clerical, Own-child, Black, Female,40,0
29,4,2,7,5, Craft-repair, Own-child, Black, Male,40,0
46,7,10,13,3, Prof-specialty, Husband, White, Male,37,0
29,7,10,13,3, Exec-managerial, Husband, White, Male,40,1
22,4,10,13,5, Prof-specialty, Unmarried, White, Male,20,0
58,6,1,6,3, Craft-repair, Husband, White, Male,40,0
23,4,12,9,5, Transport-moving, Unmarried, White, Male,50,0
39,4,12,9,5, Handlers-cleaners, Not-in-family, White, Male,40,0
27,4,9,11,5, Craft-repair, Own-child, White, Male,38,0
54,4,12,9,3, Transport-moving, Husband, White, Male,40,1
33,2,10,13,5, Prof-specialty, Not-in-family, White, Female,45,0
46,1,12,9,3, Adm-clerical, Wife, White, Female,40,1
37,4,12,9,5, Farming-fishing, Not-in-family, Black, Male,40,0
36,4,12,9,5, Other-service, Not-in-family, White, Female,18,0
59,2,12,9,3, Adm-clerical, Wife, White, Female,38,1
34,2,12,9,1, Protective-serv, Unmarried, White, Male,40,0
53,5,11,16,3, Exec-managerial, Husband, White, Male,70,1
51,4,10,13,5, Sales, Not-in-family, White, Male,55,1
32,4,1,6,6, Other-service, Unmarried, White, Female,42,0
31,7,16,10,4, Other-service, Other-relative, White, Male,40,0
22,4,16,10,3, Sales, Wife, White, Female,30,0
47,6,10,13,1, Sales, Not-in-family, White, Female,50,0
32,4,12,9,5, Machine-op-inspct, Not-in-family, White, Male,40,0
26,4,16,10,5, Farming-fishing, Not-in-family, White, Female,38,0
37,4,5,3,6, Farming-fishing, Not-in-family, White, Male,32,0
31,4,12,9,1, Craft-repair, Unmarried, White, Male,55,0
37,4,9,11,3, Tech-support, Wife, White, Female,24,1
55,4,12,9,5, Sales, Not-in-family, White, Male,38,0
23,2,9,11,1, Tech-support, Not-in-family, White, Male,56,0
36,4,16,10,1, Adm-clerical, Unmarried, White, Female,40,0
34,4,13,14,3, Prof-specialty, Husband, White, Male,40,0
43,4,10,13,3, Sales, Husband, White, Male,50,1
54,4,16,10,5, Tech-support, Not-in-family, White, Male,40,0
43,7,16,10,3, Craft-repair, Husband, White, Male,40,0
28,4,9,11,5, Machine-op-inspct, Not-in-family, White, Female,42,0
40,4,9,11,3, Exec-managerial, Husband, White, Male,50,1
41,6,16,10,3, Exec-managerial, Husband, White, Male,60,0
40,4,10,13,5, Sales, Not-in-family, Other, Female,55,1
42,4,16,10,1, Adm-clerical, Not-in-family, Black, Female,38,0
61,6,12,9,3, Farming-fishing, Husband, White, Male,50,0
18,4,3,8,5, Machine-op-inspct, Own-child, White, Male,30,0
48,4,9,11,3, Tech-support, Husband, White, Male,50,1
41,5,10,13,3, Tech-support, Husband, White, Male,40,0
23,4,12,9,5, Sales, Not-in-family, White, Female,40,0
60,4,12,9,3, Transport-moving, Husband, White, Male,60,1
22,4,16,10,5, Other-service, Other-relative, Black, Male,20,0
61,4,12,9,3, Machine-op-inspct, Husband, White, Male,40,0
25,4,12,9,5, Machine-op-inspct, Not-in-family, Black, Male,40,0
46,4,13,14,5, Tech-support, Not-in-family, White, Male,35,1
43,4,10,13,3, Exec-managerial, Husband, White, Male,40,1
43,4,8,12,1, Craft-repair, Not-in-family, White, Male,40,0
24,4,12,9,5, Other-service, Own-child, Black, Male,30,0
68,6,2,7,5, Farming-fishing, Unmarried, White, Male,20,0
31,4,12,9,1, Adm-clerical, Unmarried, White, Female,38,0
17,4,2,7,5, Sales, Own-child, White, Female,20,0
32,4,12,9,3, Craft-repair, Husband, White, Male,48,1
33,4,10,13,3, Prof-specialty, Husband, White, Male,47,1
64,4,10,13,3, Prof-specialty, Husband, White, Male,40,1
20,4,12,9,5, Transport-moving, Own-child, White, Male,30,0
30,4,12,9,6, Other-service, Own-child, White, Female,36,0
43,4,16,10,1, Exec-managerial, Not-in-family, White, Male,45,0
22,4,16,10,5, Adm-clerical, Own-child, White, Male,40,0
17,4,1,6,5, Farming-fishing, Own-child, White, Male,20,0
47,6,12,9,3, Other-service, Wife, White, Female,75,0
41,4,9,11,5, Prof-specialty, Not-in-family, White, Female,60,0
56,4,16,10,3, Craft-repair, Husband, White, Male,50,1
64,4,12,9,3, Transport-moving, Husband, White, Male,45,0
47,4,12,9,3, Transport-moving, Husband, White, Male,50,1
48,4,9,11,5, Adm-clerical, Unmarried, White, Male,40,0
31,4,13,14,5, Prof-specialty, Not-in-family, White, Female,46,0
