Age, Workclass, Years of Education, Occupation, Relationship, Race, Sex, Hours Work per Week, Income
62,4,9,8,2,2,1,40,0
39,4,9,7,2,2,1,24,0
43,4,10,1,2,2,0,25,0
24,5,13,12,2,2,0,40,0
53,4,10,1,2,2,1,40,1
26,4,10,6,2,2,0,40,0
73,6,9,4,2,2,0,40,0
55,4,9,7,2,2,0,40,0
25,4,9,1,2,2,0,40,0
41,4,13,10,2,2,1,50,1
24,4,13,4,2,2,0,50,0
63,4,9,5,2,2,0,6,0
17,4,7,12,2,2,0,20,0
35,4,10,3,2,2,0,50,0
51,4,10,10,2,2,0,40,1
62,2,13,10,2,2,1,48,0
55,4,9,3,2,2,0,40,1
43,4,10,10,2,2,0,40,0
40,2,9,8,2,2,1,50,0
37,4,13,4,2,2,0,45,1
39,4,13,3,2,2,0,40,0
31,4,9,3,2,2,0,18,0
61,4,14,10,2,2,1,40,1
26,4,11,1,2,2,1,55,0
46,6,9,12,2,2,0,50,0
26,4,13,10,2,2,1,40,0
48,7,16,10,2,2,0,50,1
34,4,9,14,2,2,0,40,0
34,2,9,1,2,2,1,40,0
59,4,9,8,2,2,0,40,1
34,4,13,10,2,2,1,40,0
49,4,13,4,2,2,1,56,1
18,4,7,1,2,2,1,20,0
43,4,9,5,2,2,0,40,0
48,4,7,4,2,2,0,50,0
28,5,10,4,2,2,0,70,0
33,4,9,7,2,2,0,40,0
24,4,10,12,2,2,1,15,0
21,4,6,6,2,2,0,40,0
17,4,7,12,2,2,0,28,0
39,4,10,5,2,2,0,50,1
29,6,13,10,2,2,0,40,0
44,4,13,4,2,2,0,40,1
24,4,10,14,2,2,0,50,0
71,6,14,12,2,2,0,40,1
51,6,13,12,4,4,0,40,1
55,4,3,8,1,1,0,25,0
41,4,13,4,2,2,0,60,1
23,4,9,6,1,1,1,7,0
38,4,11,1,2,2,1,40,0
39,4,9,14,2,2,0,40,1
19,4,9,1,2,2,1,30,0
49,4,5,7,2,2,1,40,0
32,4,13,1,2,2,0,40,1
27,4,9,3,2,2,0,70,0
38,4,13,12,2,2,0,50,1
33,4,10,3,2,2,1,60,0
23,4,13,4,2,2,0,28,0
33,5,10,3,2,2,0,60,0
54,6,9,12,1,1,0,40,0
29,4,11,13,2,2,1,45,0
35,6,13,4,2,2,0,40,0
28,4,11,1,4,4,1,40,0
37,4,13,10,2,2,0,50,1
42,6,15,5,2,2,0,65,1
40,4,14,10,2,2,0,40,0
47,4,10,12,2,2,0,55,0
22,4,13,4,2,2,1,50,0
30,4,13,4,2,2,0,45,1
28,4,9,13,2,2,0,40,0
63,2,4,8,2,2,0,55,0
51,6,5,3,2,2,0,20,0
22,4,9,6,2,2,1,40,0
35,4,9,12,2,2,0,45,0
46,4,9,7,2,2,1,38,0
37,4,10,7,2,2,0,52,0
24,4,13,10,1,1,0,15,0
37,6,9,6,2,2,0,10,0
53,4,10,13,2,2,0,40,0
27,4,9,12,2,2,0,30,0
38,4,10,3,2,2,0,44,0
53,6,6,5,2,2,0,60,0
34,4,10,3,2,2,0,40,0
23,4,9,12,1,1,0,40,0
39,4,13,4,2,2,0,45,1
43,4,14,10,4,4,1,50,0
67,5,9,4,4,4,0,40,1
81,6,9,4,2,2,0,30,0
21,4,10,8,2,2,0,20,0
23,4,10,12,2,2,0,25,0
25,4,10,14,2,2,0,40,0
42,4,3,7,2,2,1,38,0
38,4,10,1,1,1,1,40,0
32,4,9,7,2,2,0,40,0
37,4,9,7,2,2,0,40,0
51,4,14,4,2,2,0,60,1
22,4,10,12,2,2,1,42,0
33,4,2,9,2,2,1,40,0
42,4,9,7,2,2,0,55,0
51,2,1,8,2,2,0,40,0
23,4,9,1,2,2,1,40,0
37,4,7,7,2,2,0,44,1
37,4,9,3,2,2,0,99,1
47,4,14,10,2,2,1,25,0
41,4,15,10,2,2,0,40,1
33,4,9,3,2,2,0,30,0
31,4,13,12,2,2,0,40,1
31,4,12,8,3,3,1,40,0
35,4,9,7,1,1,0,40,0
38,5,9,4,2,2,0,40,1
18,4,9,8,2,2,1,45,0
20,4,9,7,2,2,0,40,0
54,2,10,4,1,1,1,35,0
40,4,10,1,2,2,1,40,0
36,5,13,4,2,2,1,45,1
43,4,10,3,2,2,0,35,0
44,6,10,5,2,2,0,40,0
44,7,9,10,2,2,1,40,1
43,4,14,4,2,2,0,43,1
51,4,4,8,1,1,1,40,0
18,4,9,8,2,2,1,20,0
51,4,10,4,2,2,0,40,0
41,4,6,3,2,2,0,30,0
44,5,10,12,2,2,0,70,1
33,2,6,14,2,2,0,40,0
33,6,13,4,2,2,0,40,1
42,4,12,4,2,2,0,40,1
25,4,10,10,2,2,0,45,0
32,4,9,7,2,2,1,38,0
32,4,13,3,2,2,0,70,0
36,4,6,4,2,2,1,40,0
28,4,9,14,2,2,0,40,0
20,4,9,8,2,2,1,20,0
35,5,10,12,2,2,0,60,1
55,6,9,3,2,2,0,20,0
48,4,13,4,4,4,0,40,1
34,4,9,3,2,2,0,35,1
28,4,13,13,2,2,1,35,0
67,4,13,4,2,2,0,40,1
37,4,9,3,2,2,0,40,0
44,4,9,14,2,2,0,70,0
25,4,10,12,2,2,1,40,0
21,4,10,4,2,2,1,40,0
40,7,14,10,2,2,0,35,1
78,4,9,8,1,1,1,40,0
34,4,9,6,2,2,0,40,0
49,4,9,1,2,2,1,44,0
22,4,12,1,2,2,1,40,0
60,6,9,5,2,2,0,42,0
45,2,9,11,2,2,0,40,1
63,4,11,8,2,2,1,20,0
41,4,9,3,1,1,1,35,0
47,4,9,1,2,2,1,40,0
44,4,9,3,2,2,0,40,0
51,4,10,10,2,2,1,40,0
46,4,13,12,2,2,0,40,0
41,4,11,7,2,2,0,40,0
50,6,9,3,2,2,0,30,0
47,4,9,1,2,2,0,50,1
35,4,9,4,2,2,0,45,0
56,4,9,4,2,2,0,55,1
45,4,14,10,2,2,0,45,0
48,1,13,4,2,2,0,58,1
40,4,10,7,2,2,0,40,0
39,5,13,4,2,2,0,50,1
20,4,10,8,2,2,0,40,0
50,4,16,10,2,2,0,65,1
38,7,9,10,2,2,1,40,1
23,2,13,10,2,2,1,60,0
31,4,9,8,2,2,0,16,0
58,4,13,1,2,2,0,40,0
66,4,9,7,1,1,0,40,0
39,5,9,4,2,2,0,40,1
54,6,9,3,2,2,0,52,1
26,4,10,12,2,2,0,50,0
51,4,9,7,2,2,1,40,0
34,4,11,14,2,2,0,40,0
50,4,9,7,2,2,0,40,1
42,4,10,10,2,2,0,44,1
38,4,14,10,2,2,0,25,0
48,4,4,6,2,2,0,40,0
33,4,11,13,2,2,1,40,1
51,4,9,8,2,2,1,32,0
22,4,9,3,2,2,0,40,0
41,4,10,3,2,2,0,50,0
48,2,14,10,2,2,0,35,1
42,4,9,12,2,2,1,30,0
34,4,10,8,2,2,0,40,0
23,4,9,7,1,1,1,40,0
56,4,9,8,2,2,0,50,0
30,4,13,10,1,1,0,45,0
45,4,9,4,2,2,0,55,1
48,4,6,1,2,2,1,40,0
48,5,14,12,4,4,0,50,0
31,4,11,1,2,2,1,40,0
20,7,12,8,2,2,0,20,0
27,4,10,12,2,2,0,40,0
32,4,9,8,1,1,1,40,0
66,5,5,4,2,2,0,1,0
37,4,9,8,2,2,0,75,0
34,4,9,9,1,1,1,30,0
90,4,9,8,2,2,1,40,0
23,4,10,7,1,1,1,40,0
43,4,10,1,2,2,1,40,0
44,4,13,4,2,2,0,60,1
24,4,10,13,2,2,1,37,0
28,4,15,10,2,2,0,55,0
23,4,10,8,2,2,0,40,0
20,4,10,12,2,2,1,50,0
36,4,13,10,2,2,0,50,1
61,4,9,7,2,2,0,40,0
53,6,13,12,2,2,0,40,1
30,4,13,1,2,2,0,40,1
52,6,10,12,2,2,0,55,1
38,4,10,3,2,2,0,40,0
32,4,13,12,2,2,0,40,0
30,6,8,14,2,2,0,75,0
41,4,11,3,2,2,1,40,0
49,2,14,10,2,2,0,40,1
45,4,9,3,2,2,0,47,1
43,6,9,4,2,2,0,35,0
61,4,9,7,2,2,0,40,0
54,4,9,8,2,2,0,32,0
34,4,12,8,2,2,1,40,0
49,4,10,12,2,2,0,80,1
38,4,10,8,2,2,0,40,0
35,4,15,10,2,2,0,80,1
36,4,8,14,2,2,0,40,0
30,4,13,4,2,2,0,50,0
36,4,12,13,2,2,1,60,0
22,2,13,10,2,2,1,20,0
38,4,9,3,2,2,0,40,1
37,4,9,3,2,2,0,50,1
48,7,16,10,2,2,1,46,1
17,4,7,1,2,2,0,15,0
19,6,10,3,2,2,0,20,0
27,4,13,12,1,1,1,40,0
22,4,13,12,4,4,0,50,0
49,4,9,3,2,2,0,40,0
43,7,11,10,2,2,1,40,1
43,4,13,10,2,2,1,40,0
19,2,9,4,2,2,1,35,0
58,6,9,5,2,2,0,60,0
41,2,10,11,2,2,0,40,1
31,4,10,1,2,2,0,40,0
30,4,11,14,2,2,0,40,0
32,4,9,11,2,2,0,40,0
29,4,13,4,2,2,0,35,0
42,4,10,4,2,2,0,52,1
38,4,9,3,2,2,0,28,0
41,1,12,10,2,2,0,40,1
44,6,13,12,2,2,0,50,1
31,4,16,10,4,4,0,60,0
34,4,9,3,2,2,0,40,0
21,4,10,1,2,2,0,40,0
22,6,13,10,4,4,0,20,0
62,4,6,7,2,2,0,40,0
29,5,9,12,2,2,1,25,1
43,4,10,10,2,2,1,40,0
45,5,13,7,2,2,0,60,1
39,5,5,4,2,2,0,40,0
41,4,13,4,1,1,0,50,0
34,6,12,10,2,2,1,25,1
34,2,9,1,2,2,1,33,0
31,4,13,10,2,2,0,47,0
29,4,9,6,2,2,0,25,0
41,4,13,3,2,2,0,40,1
41,4,11,14,2,2,0,55,0
35,5,14,12,2,2,0,45,1
33,4,13,12,2,2,1,45,1
37,7,13,1,2,2,0,38,0
69,4,9,12,2,2,1,40,0
34,4,9,6,2,2,1,40,0
60,5,11,7,2,2,0,70,1
36,4,10,3,2,2,0,40,0
41,4,9,14,2,2,0,50,0
58,2,13,10,2,2,1,40,1
53,4,13,10,4,4,0,40,0
29,4,10,13,2,2,0,40,0
45,1,9,13,2,2,1,40,0
34,7,10,4,2,2,0,38,0
36,4,13,13,2,2,0,40,0
48,4,10,8,1,1,1,35,0
20,4,11,1,2,2,1,40,0
35,4,9,14,2,2,0,50,1
63,1,9,6,1,1,0,40,0
41,6,10,8,2,2,0,45,0
28,4,13,10,2,2,0,45,0
30,4,10,7,1,1,1,40,0
31,4,9,8,2,2,1,40,0
37,4,11,1,2,2,1,38,0
31,4,10,4,2,2,0,50,1
46,6,14,4,2,2,0,45,1
35,1,9,1,1,1,0,60,1
27,4,9,3,2,2,0,53,0
41,4,2,3,2,2,0,35,0
19,4,10,8,2,2,1,20,0
20,4,10,12,2,2,0,45,0
59,1,9,12,2,2,1,40,0
40,4,13,8,2,2,0,37,0
56,6,10,12,2,2,0,60,0
33,4,14,10,2,2,0,44,1
30,5,10,4,2,2,1,60,0
46,4,9,7,2,2,0,50,0
61,5,9,4,2,2,0,35,1
50,5,9,4,2,2,0,40,1
25,4,9,8,2,2,0,30,0
40,4,10,1,2,2,1,39,0
51,4,9,3,2,2,0,54,0
43,7,9,11,2,2,0,40,0
34,4,10,5,2,2,0,54,0
46,4,9,4,2,2,0,45,1
28,7,14,10,2,2,1,50,1
26,4,13,14,4,4,0,40,0
20,4,9,6,2,2,0,28,0
44,4,11,3,2,2,0,40,0
51,4,9,14,2,2,0,40,0
33,4,13,12,2,2,0,60,1
54,4,12,13,2,2,0,40,1
50,4,13,10,2,2,1,40,1
33,4,9,1,1,1,1,40,0
65,4,13,1,2,2,0,20,1
88,6,15,10,2,2,0,40,0
40,4,9,14,2,2,0,40,0
51,4,9,1,2,2,1,43,0
50,4,7,8,1,1,1,40,0
25,4,14,5,2,2,0,99,1
20,4,11,8,2,2,0,30,0
47,4,9,8,2,2,0,40,0
22,4,11,1,2,2,1,30,0
50,7,9,10,2,2,0,48,1
47,4,9,1,2,2,1,40,0
24,2,7,8,4,4,0,45,0
40,4,13,4,2,2,1,45,1
36,4,13,10,2,2,0,40,0
32,4,9,1,2,2,0,40,0
44,4,9,3,2,2,0,40,0
59,1,10,4,1,1,1,40,0
65,4,9,3,2,2,0,30,0
24,7,13,1,2,2,1,65,0
27,2,13,10,2,2,0,35,0
51,4,11,8,2,2,0,40,0
48,4,10,3,2,2,0,40,1
39,4,9,14,2,2,0,60,0
28,4,13,13,2,2,0,40,0
19,4,10,8,2,2,1,25,0
49,2,13,10,1,1,1,40,0
51,2,12,10,2,2,0,60,0
59,4,14,10,2,2,0,55,0
18,4,9,7,2,2,1,40,0
50,4,9,3,2,2,0,40,0
45,1,9,1,1,1,0,80,1
30,2,13,10,2,2,0,50,1
37,4,13,3,2,2,0,35,0
44,4,13,8,2,2,0,40,1
33,4,10,3,1,1,0,40,0
61,5,14,12,2,2,0,40,1
61,2,9,11,2,2,0,40,0
38,4,13,12,2,2,0,42,1
36,4,9,7,2,2,0,45,0
44,5,10,12,2,2,0,60,1
37,4,10,1,2,2,0,62,0
31,4,10,3,2,2,1,20,0
54,4,16,10,2,2,0,45,1
20,4,10,8,2,2,0,16,0
48,6,10,3,3,3,0,40,1
31,4,13,4,2,2,0,45,0
38,4,15,10,2,2,0,40,1
45,6,9,3,2,2,0,40,1
48,4,9,3,2,2,0,40,0
53,4,10,3,2,2,0,40,0
55,4,9,1,2,2,1,40,0
38,4,14,14,2,2,0,72,1
29,4,9,1,2,2,1,40,0
36,4,13,10,2,2,0,60,1
42,6,10,5,2,2,0,60,0
50,4,9,1,2,2,1,40,0
75,6,15,10,2,2,0,35,0
46,4,13,10,2,2,0,40,1
52,1,9,1,2,2,1,40,0
27,4,13,1,2,2,1,40,0
43,4,9,3,2,2,0,45,0
31,4,7,8,1,1,1,42,0
23,4,10,12,2,2,1,30,0
34,4,9,12,2,2,1,24,0
41,6,9,12,2,2,1,40,0
31,4,9,8,2,2,1,30,0
42,4,10,1,2,2,1,40,0
35,4,14,10,2,2,0,45,1
55,4,9,1,2,2,1,25,0
36,7,9,4,2,2,1,40,0
65,6,9,4,2,2,0,59,1
38,2,10,8,2,2,0,12,0
62,4,10,8,2,2,1,20,0
54,5,15,10,2,2,0,60,1
49,4,9,1,2,2,0,40,0
34,4,9,1,2,2,1,40,0
32,4,9,6,2,2,1,40,0
51,5,14,4,2,2,0,50,1
48,6,10,4,2,2,0,60,0
30,4,9,1,2,2,0,40,0
52,1,9,1,2,2,1,43,0
28,6,10,14,2,2,0,40,0
29,4,9,3,4,4,0,40,0
38,4,13,1,2,2,1,50,0
57,4,9,12,2,2,0,50,1
43,1,13,10,2,2,0,40,1
37,7,10,1,2,2,0,40,0
30,4,9,3,2,2,0,40,0
53,4,9,14,2,2,0,48,1
73,4,9,8,2,2,1,37,0
22,5,10,3,2,2,0,35,0
31,4,9,12,2,2,1,45,0
38,4,13,10,2,2,0,40,1
50,6,10,3,2,2,0,35,0
37,4,10,1,2,2,0,37,0
44,2,13,11,2,2,0,40,0
47,4,13,4,1,1,1,45,0
27,4,10,8,2,2,0,40,0
28,4,12,8,2,2,1,80,0
25,4,9,13,1,1,1,40,0
20,4,10,8,2,2,1,40,0
51,2,13,1,2,2,0,40,1
46,4,13,12,2,2,0,40,1
67,4,13,11,2,2,0,7,1
47,4,9,14,2,2,0,35,0
42,4,9,12,2,2,0,40,0
52,4,9,12,2,2,0,50,0
42,1,12,10,4,4,1,40,1
21,4,10,5,1,1,0,10,0
50,4,9,1,2,2,1,40,1
46,4,10,14,2,2,0,40,0
47,6,13,12,2,2,0,50,1
57,4,6,8,2,2,0,40,0
37,4,13,4,2,2,0,45,0
50,4,9,3,2,2,0,40,0
63,6,2,8,2,2,1,30,0
39,4,9,14,2,2,0,65,0
46,4,14,10,1,1,0,35,0
36,4,9,6,2,2,0,40,0
26,4,3,3,2,2,0,50,0
21,4,10,8,2,2,0,57,0
41,4,12,13,2,2,0,40,0
44,2,10,8,1,1,0,40,0
22,4,9,3,2,2,0,40,0
29,1,10,2,1,1,0,60,0
29,4,9,8,1,1,1,40,0
58,5,10,14,2,2,1,40,1
36,6,15,10,2,2,0,50,0
30,4,11,4,2,2,0,48,0
37,4,13,7,2,2,0,43,1
29,4,11,7,2,2,0,40,0
26,4,3,1,2,2,1,40,0
43,4,9,12,2,2,0,45,0
49,4,9,3,2,2,1,40,1
45,1,13,4,2,2,0,40,0
28,4,13,10,2,2,1,40,0
51,4,9,1,2,2,1,40,0
32,4,10,6,2,2,0,50,1
24,4,9,7,2,2,1,40,0
35,4,16,10,2,2,0,40,1
41,7,13,10,2,2,0,40,1
48,4,13,3,2,2,0,45,1
61,2,9,1,2,2,1,35,0
20,4,10,1,2,2,0,30,0
27,4,9,12,2,2,0,50,1
55,4,10,14,2,2,0,24,1
39,4,9,1,2,2,0,40,1
47,4,9,6,2,2,0,40,0
52,4,9,8,4,4,1,40,1
24,4,9,12,1,1,1,20,0
29,4,7,8,1,1,1,40,0
25,4,9,7,2,2,0,40,0
20,4,10,7,2,2,1,40,0
23,4,9,7,1,1,0,35,0
57,4,15,10,2,2,0,60,0
51,4,11,10,2,2,0,40,1
33,4,10,10,2,2,1,16,0
39,4,13,10,2,2,0,40,0
40,4,9,4,2,2,0,40,1
71,4,13,13,2,2,1,16,0
38,7,10,4,2,2,0,40,0
28,7,15,10,2,2,0,40,0
57,4,14,10,2,2,1,40,0
47,4,10,1,2,2,0,40,0
59,7,9,1,2,2,0,40,0
26,4,9,12,3,2,0,40,0
35,4,13,1,2,2,1,40,0
61,5,13,4,2,2,0,50,1
36,4,13,4,4,4,0,60,1
34,4,10,10,2,2,0,50,1
32,5,13,3,2,2,0,50,1
42,4,9,12,2,2,1,40,0
39,4,10,3,2,2,0,40,0
58,4,3,7,1,1,0,40,0
61,6,9,5,2,2,0,60,1
40,4,6,3,1,1,0,55,0
31,4,13,13,2,2,0,37,0
36,4,9,12,2,2,0,50,0
23,4,10,7,2,2,0,40,0
33,4,9,3,2,2,0,41,0
52,4,9,3,2,2,0,40,1
22,4,9,8,2,2,1,24,0
51,4,10,12,2,2,1,40,0
31,1,11,4,2,2,1,40,0
49,5,9,4,2,2,1,40,0
49,4,9,7,1,1,1,40,0
53,1,10,1,1,1,1,40,0
52,4,9,4,4,4,0,40,1
20,4,6,6,2,2,0,40,0
26,4,12,8,1,1,0,40,0
43,4,14,8,2,2,1,30,0
46,5,13,12,2,2,0,52,0
43,2,11,1,2,2,1,35,0
41,4,9,12,1,1,1,40,0
44,6,9,14,2,2,0,55,0
54,4,9,5,2,2,0,40,0
65,4,14,12,2,2,0,40,1
32,4,13,4,2,2,1,40,0
25,4,10,1,2,2,0,40,0
23,4,13,12,2,2,0,50,0
25,2,13,10,2,2,0,45,0
19,4,10,6,2,2,0,50,0
37,6,9,4,2,2,0,60,0
45,4,10,7,2,2,0,45,0
37,4,9,12,1,1,0,44,0
40,6,10,4,2,2,0,70,1
17,4,7,8,2,2,0,5,0
27,4,13,13,2,2,1,40,0
40,2,4,3,1,1,0,40,1
59,4,9,12,2,2,1,30,0
19,1,9,1,1,1,1,40,0
43,4,6,7,1,1,0,40,0
42,4,6,14,2,2,0,40,1
54,4,9,14,1,1,0,40,0
54,6,14,12,2,2,0,50,0
51,4,6,6,2,2,0,45,0
50,4,9,14,2,2,0,60,1
40,4,9,1,2,2,1,40,0
55,4,12,13,2,2,0,25,0
50,4,9,1,2,2,1,40,0
31,4,9,3,2,2,0,50,0
24,4,9,8,2,2,0,45,1
30,4,7,12,2,2,0,40,0
39,2,12,3,2,2,1,50,1
37,4,9,14,2,2,0,50,0
33,4,9,14,2,2,0,40,0
48,4,9,8,2,2,1,40,0
43,5,9,8,4,4,0,78,0
39,4,13,10,2,2,0,40,1
53,4,10,4,2,2,0,45,1
52,6,6,4,2,2,0,60,0
28,7,10,1,4,4,0,20,0
32,4,9,8,2,2,0,52,0
31,4,13,12,1,1,0,90,1
31,4,13,10,2,2,1,40,1
47,4,10,1,2,2,1,40,0
40,4,11,6,1,1,0,40,0
40,4,12,1,2,2,1,45,0
41,4,7,8,2,2,0,40,0
53,1,9,1,1,1,0,40,0
46,4,7,7,3,3,0,43,0
45,5,13,5,2,2,0,35,1
39,4,5,8,1,1,1,34,0
19,4,9,7,2,2,0,40,0
57,4,9,14,2,2,0,40,1
49,4,11,7,2,2,1,40,0
59,4,9,4,2,2,1,40,0
32,4,11,12,2,2,0,50,1
35,7,10,11,1,1,0,40,0
58,5,6,14,2,2,1,40,0
28,4,13,8,2,2,0,43,0
36,1,12,1,2,2,1,40,1
41,6,14,10,2,2,1,35,0
47,4,9,12,2,2,0,40,1
50,5,9,3,2,2,0,60,0
36,4,9,4,2,2,0,50,1
38,4,11,3,2,2,0,40,0
56,6,9,8,2,2,0,60,1
50,4,11,14,2,2,0,45,0
45,6,10,12,2,2,0,40,0
44,6,9,4,2,2,0,66,0
51,4,10,4,2,2,0,45,1
44,5,10,4,2,2,0,50,1
25,4,9,3,2,2,0,50,0
60,4,7,14,1,1,0,40,0
49,5,14,4,2,2,0,50,1
46,4,9,3,1,1,0,60,1
56,4,9,1,1,1,1,38,0
25,4,9,3,2,2,0,45,0
22,4,10,14,2,2,0,40,0
41,5,15,10,2,2,0,60,1
48,5,9,4,2,2,0,40,1
46,4,6,7,1,1,0,40,0
30,4,10,3,2,2,0,40,1
39,4,9,14,2,2,0,40,1
40,4,6,3,3,3,0,40,0
70,1,9,1,1,1,0,40,0
35,4,10,3,2,2,0,45,0
49,4,14,4,2,2,1,75,0
24,4,11,11,2,2,0,60,0
40,4,12,10,2,2,0,36,1
61,4,15,14,2,2,0,5,1
25,4,13,10,4,4,0,40,0
28,2,13,10,2,2,1,40,0
69,7,14,10,2,2,0,11,0
22,4,10,6,2,2,1,36,0
47,4,9,1,2,2,0,38,0
38,4,9,8,2,2,1,48,0
26,4,11,1,2,2,1,40,0
17,4,7,1,4,4,1,24,0
33,6,10,8,2,2,0,35,0
43,6,9,3,2,2,0,40,0
58,4,11,3,2,2,0,40,1
53,5,9,12,2,2,0,40,1
26,4,9,3,2,2,0,25,0
43,2,13,10,1,1,0,40,1
31,4,6,5,2,2,0,40,0
30,4,9,1,2,2,0,42,0
25,4,9,8,2,2,1,25,0
57,1,9,1,2,2,1,40,0
37,4,14,4,2,2,0,60,1
32,4,10,12,2,2,0,48,0
26,4,9,4,2,2,1,41,0
45,4,9,1,2,2,0,40,1
53,7,9,1,2,2,0,35,1
27,4,9,6,3,3,0,40,0
28,5,7,3,2,2,0,50,1
32,4,7,12,2,2,0,43,1
35,4,13,12,2,2,1,65,0
36,6,10,4,2,2,0,55,1
19,4,10,1,2,2,0,40,0
37,5,13,4,2,2,0,80,1
49,4,10,7,2,2,0,45,0
20,4,10,8,2,2,0,45,0
64,5,13,4,2,2,0,55,1
32,4,12,3,2,2,0,42,0
58,7,9,4,2,2,0,40,0
42,4,9,12,2,2,0,50,0
20,4,10,1,1,1,1,14,0
42,7,10,1,1,1,0,40,0
25,4,10,10,1,1,0,40,0
30,6,11,10,2,2,0,65,1
37,5,13,10,2,2,0,35,1
66,6,11,10,2,2,0,50,0
59,5,13,4,2,2,0,40,1
44,4,13,8,4,4,0,40,0
46,4,9,1,2,2,0,58,1
59,4,13,1,2,2,1,30,0
25,4,13,4,2,2,0,40,0
17,2,5,8,1,1,0,9,0
47,2,13,11,2,2,0,40,0
47,7,5,8,2,2,1,40,0
30,4,10,4,2,2,1,40,0
20,4,10,5,2,2,1,40,0
26,2,13,10,2,2,0,55,0
20,4,10,6,1,1,0,15,0
33,4,9,8,2,2,0,40,0
48,4,9,7,2,2,0,40,0
52,4,13,4,2,2,0,50,1
37,4,9,4,2,2,1,12,0
47,4,9,3,1,1,0,40,0
40,4,6,7,2,2,0,40,1
48,4,14,4,2,2,1,40,1
49,4,6,14,1,1,0,42,1
50,4,10,8,2,2,1,40,0
30,4,12,10,2,2,1,40,0
34,4,10,4,2,2,0,40,0
43,4,9,7,2,2,0,40,0
22,4,6,7,2,2,1,40,0
35,4,9,8,1,1,0,40,0
26,7,9,1,2,2,1,30,0
62,4,15,10,2,2,0,70,0
39,2,9,11,2,2,0,40,0
59,2,10,3,2,2,0,40,0
27,4,13,3,2,2,0,40,0
17,4,6,12,2,2,0,30,0
38,4,13,1,2,2,0,40,0
41,4,10,3,2,2,0,50,1
27,4,6,7,2,2,1,40,0
23,4,9,1,2,2,1,40,0
17,4,6,6,2,2,0,24,0
56,4,4,7,2,2,1,40,0
24,4,10,1,2,2,1,40,0
62,4,16,10,2,2,0,40,1
44,4,8,14,1,1,0,40,0
23,4,13,1,2,2,0,30,0
41,6,9,12,2,2,0,50,0
25,4,9,14,2,2,0,65,0
21,4,10,8,1,1,1,8,0
18,4,8,6,2,2,0,6,0
45,4,10,3,2,2,0,40,0
51,4,4,11,2,2,0,40,0
42,1,9,8,1,1,1,40,0
47,4,10,8,1,1,1,35,0
29,4,10,5,2,2,0,40,0
33,4,7,8,1,1,0,40,0
43,2,13,3,2,2,0,40,0
44,4,12,3,2,2,0,40,1
24,4,10,8,2,2,0,30,0
19,4,10,6,2,2,0,40,0
52,4,11,1,2,2,0,40,0
38,6,9,5,2,2,0,52,0
24,7,10,13,2,2,0,50,0
32,2,13,10,2,2,0,50,0
26,4,9,12,2,2,0,50,1
31,4,13,12,4,4,0,40,0
29,4,13,12,2,2,0,50,0
39,4,9,1,2,2,0,40,1
48,6,9,5,2,2,0,50,0
40,4,10,3,2,2,0,45,1
51,4,10,4,2,2,0,45,0
28,6,9,3,2,2,0,40,0
22,4,9,4,2,2,1,20,0
23,4,13,1,2,2,1,40,0
65,4,10,11,2,2,0,16,0
26,2,13,10,2,2,0,40,0
55,4,14,10,2,2,0,50,1
38,6,13,8,2,2,0,10,0
33,4,9,10,2,2,0,60,1
33,2,9,1,2,2,1,60,0
37,4,13,12,1,1,1,40,0
19,4,7,7,2,2,0,60,0
24,4,13,12,2,2,0,50,0
30,4,7,3,2,2,0,45,0
57,7,9,4,2,2,1,50,0
22,7,10,10,2,2,1,20,0
57,4,9,7,1,1,0,40,1
46,7,9,13,2,2,0,40,0
67,4,9,1,2,2,0,35,0
47,4,9,3,2,2,0,40,0
39,4,6,3,2,2,0,40,0
50,4,10,8,4,4,0,40,0
58,6,8,12,2,2,1,52,0
36,4,12,10,2,2,1,30,1
45,4,14,10,2,2,0,36,1
54,4,9,7,2,2,0,40,1
26,4,13,1,2,2,0,30,0
60,4,9,10,2,2,0,40,1
46,4,15,10,2,2,0,60,1
26,4,10,4,2,2,1,35,0
32,4,7,3,2,2,0,40,0
38,2,9,14,2,2,0,40,0
48,6,10,12,2,2,0,70,1
44,6,9,4,2,2,0,45,1
37,4,9,8,4,4,1,40,0
44,4,10,4,2,2,0,40,0
31,4,9,8,3,2,1,35,0
61,6,15,10,2,2,0,35,1
51,4,9,3,2,2,0,40,0
52,4,13,12,2,2,1,60,1
45,4,9,7,2,2,1,40,0
39,4,7,8,2,2,0,70,0
67,2,9,8,2,2,1,24,0
40,7,12,1,2,2,0,40,1
27,4,3,5,2,2,0,35,0
37,4,2,7,2,2,0,40,0
57,4,10,4,2,2,0,50,1
27,4,6,8,2,2,1,40,0
28,4,9,12,2,2,1,48,0
34,5,13,10,2,2,0,60,1
54,4,9,7,2,2,0,50,1
52,4,9,8,1,1,1,38,0
42,4,13,10,2,2,0,45,1
48,4,14,10,2,2,0,40,1
65,7,14,10,2,2,0,35,1
55,6,15,10,2,2,1,10,0
71,5,9,1,2,2,1,20,1
33,4,10,7,1,1,0,40,0
30,4,9,12,2,2,0,40,0
35,4,13,4,2,2,0,55,1
59,4,6,1,1,1,1,40,0
19,4,10,6,2,2,0,20,0
36,6,5,3,2,2,0,30,0
26,6,9,12,2,2,0,40,0
